Elapsed Time (s),Yaw (deg),Drift Magnitude (deg)
0.004954761,85.80485925209351,0.00047601612062789803
0.005769296,85.80466394345666,0.00028070748379224346
0.006365196,85.80430974877423,7.34871986470819e-05
0.007019051,85.80399211681305,0.00039111915980582335
0.007595846,85.80412209568183,0.0002611402910497732
0.00827943,85.8043273585258,5.5877447088438036e-05
0.012442954,85.80433511718687,4.811878601936922e-05
0.017667904,85.80441051753974,2.7281566852154634e-05
0.02272507,85.80432585248114,5.7383491738541165e-05
0.027602675,85.804465322208,8.208623513586224e-05
0.032717956,85.80469911208355,0.00031587611068051313
0.037593129,85.804195085951,0.00018815002185901215
0.042501744,85.80399815090604,0.00038508506683124666
0.047387286,85.80382131654488,0.000561919427983627
0.052334015,85.80409159192442,0.0002916440484359488
0.057429455,85.80403604487738,0.0003471910954838553
0.062318517,85.80388725267825,0.0004959832946346661
0.067449126,85.80419521965591,0.00018801631693797966
0.072417904,85.80416706528182,0.0002161706910460439
0.077405275,85.80364493826092,0.0007382977119453481
0.082358468,85.8031694036625,0.0012138323103853576
0.087338254,85.80315117578849,0.00123206018437546
0.092368059,85.8030011275992,0.0013821083736797616
0.097377671,85.80293500744591,0.001448228526950816
0.102338448,85.80302767057753,0.0013555653953375142
0.107304058,85.80308362141535,0.001299614557509579
0.112337479,85.80298038210067,0.0014028538722146277
0.11738434,85.80316626296252,0.0012169730103503296
0.122335005,85.8031857806948,0.0011974552780574888
0.127342857,85.80346484695085,0.0009183890220055302
0.132333204,85.80370729673068,0.0006759392421704936
0.137417091,85.80350255476327,0.0008806812095923113
0.142322314,85.80329716094779,0.0010860750250805413
0.147378584,85.80356761422411,0.0008156217487637534
0.152352994,85.8040337444208,0.00034949155206030183
0.157416176,85.80411810828697,0.0002651276858912756
0.162361049,85.8041175164501,0.0002657195227685137
0.167333347,85.80391219028972,0.00047104568315144797
0.172307373,85.80401564582813,0.0003675901447466005
0.177402141,85.80445499838348,7.176241061087242e-05
0.182333061,85.80452983973747,0.00014660376461091135
0.1873324,85.8048654083737,0.0004821724008444503
0.192324571,85.80512716191296,0.0007439259400874661
0.197442668,85.80563063700968,0.0012474010368212069
0.202347539,85.80594791130041,0.0015646753275582446
0.207383264,85.80587296017427,0.001489724201420596
0.212321032,85.80600431702912,0.0016210810562553872
0.217426328,85.80594733329906,0.0015640973261956488
0.222340608,85.80583634323156,0.0014531072587053578
0.228257942,85.80576169145839,0.0013784554855092177
0.232612963,85.80570490211235,0.0013216661395016134
0.237522602,85.80535049735983,0.0009672613869724648
0.242470387,85.8049669078641,0.0005836718912247551
0.247410843,85.80542429990082,0.0010410639279473275
0.252489322,85.80580634467412,0.001423108701260897
0.257528695,85.80565700111933,0.0012737651464677228
0.262472704,85.80570349575925,0.0013202597863610015
0.267454315,85.8059638724303,0.0015806364574266357
0.272446645,85.80594535027056,0.0015621142977038543
0.277503555,85.80558213667331,0.001198900700444808
0.282880256,85.80510727579073,0.000724039817860423
0.287778631,85.8045205378935,0.0001373019206233903
0.292510502,85.80436263055411,2.0605418764474398e-05
0.297516849,85.80482929550841,0.00044605953553867976
0.302595296,85.80546384331548,0.0010806073426113014
0.307457573,85.80531408626493,0.0009308502920462103
0.312402222,85.8047174137091,0.0003341777362122358
0.317494269,85.80525025351908,0.0008670175462227442
0.322411365,85.80556682861484,0.0011835926419859373
0.327411568,85.80605202205469,0.0016687860818043565
0.332385658,85.8061261898259,0.0017429538530486233
0.337538861,85.8055853471029,0.0012021111300255056
0.342483125,85.80511824672888,0.0007350107560053484
0.347408733,85.80543470982772,0.0010514738548710989
0.352442282,85.80570536089022,0.0013221249173648636
0.357470327,85.80581662128644,0.0014333853135558617
0.3624384,85.8062079409261,0.0018247049532394773
0.367399594,85.80618933947306,0.0018061035002020433
0.372449816,85.80582533596919,0.0014420999963359708
0.377460355,85.80675819229951,0.0023749563266604297
0.382447182,85.80755099019645,0.0031677542235860534
0.387427704,85.80714991965372,0.0027666836808598848
0.392434308,85.8072246192837,0.002841383310844539
0.397462129,85.8071488276969,0.0027655917240483135
0.402604291,85.80695376369819,0.0025705277253264265
0.407514954,85.80730779583183,0.0029245598589540908
0.41240248,85.8075408235467,0.003157587573829424
0.417507232,85.80788631803053,0.0035030820576583263
0.42242852,85.80815608183902,0.003772845866155263
0.427373936,85.80821243790045,0.003829201927564944
0.43241491,85.80823964500502,0.0038564090321360073
0.437508685,85.80864034197104,0.004257105998181177
0.442376114,85.80910580402914,0.004722568056271583
0.447453889,85.80866726867403,0.004284032701158524
0.452456205,85.80855546134426,0.00417222537139028
0.457436855,85.80864864681928,0.004265410846414919
0.462409441,85.80928284930384,0.0048996133309714435
0.467421357,85.81020671418993,0.005823478217054187
0.472376438,85.81068143708735,0.0062982011144797154
0.477450821,85.80995425100693,0.0055710150340677386
0.482444528,85.80939501106108,0.005011775088216948
0.487387705,85.80936730813471,0.00498407216186226
0.492406053,85.80922770324148,0.00484446726861467
0.497503093,85.80898520758788,0.004601971615028796
0.502390747,85.80871499201284,0.004331756039985126
0.507478058,85.80934923806598,0.004966002093102789
0.512655678,85.80961960727271,0.005236371299827792
0.517512034,85.80986176476115,0.005478528788290602
0.522429322,85.81048631567944,0.0061030797065677175
0.527419316,85.81129712340005,0.006913887427203814
0.532384254,85.81168024325046,0.007297007277590926
0.537461325,85.81139069094198,0.007007454969107562
0.542459416,85.81118588677434,0.006802650801460727
0.547384672,85.81132592092996,0.006942684957100456
0.55248984,85.81127924344675,0.006896007473886761
0.557507004,85.81145668592511,0.007073449952234349
0.562499015,85.8113623466792,0.00697911070634335
0.567472785,85.81153054394257,0.007147307969690744
0.572464156,85.81180041001568,0.007417174042816798
0.577567756,85.81132402735989,0.006940791387001521
0.582482452,85.81082074055566,0.006437504582794367
0.587435165,85.81043779226874,0.006054556295877771
0.592417031,85.81010207650944,0.005718840536573665
0.597457492,85.81028945623689,0.005906220264016372
0.602463296,85.81014926411638,0.005766028143507611
0.607451659,85.81059700372643,0.006213767753547122
0.612507897,85.81100669991052,0.006623463937643982
0.617464098,85.81037250140326,0.005989265430409253
0.622438028,85.81049391882605,0.006110682853168859
0.627407414,85.81031649998194,0.005933264009065108
0.632428226,85.81034560456574,0.00596236859286581
0.637469135,85.81044775343017,0.0060645174572989844
0.642401527,85.81060628146443,0.0062230454915509345
0.647510376,85.81015017501274,0.005766939039865053
0.652488274,85.80965581318908,0.005272577216204656
0.657609347,85.80941330973036,0.00503007375751215
0.662416869,85.80945012538494,0.005066889412073
0.667434161,85.80967401224758,0.0052907762747255675
0.672437533,85.80970144666361,0.005318210690740826
0.677469034,85.80987859454875,0.0054953585758851535
0.682442772,85.81014966155607,0.005766425583203385
0.68746112,85.81058830213246,0.006205066159589193
0.692579505,85.8111483606341,0.006765124661236802
0.697597693,85.81144774650626,0.007064510533394225
0.702524357,85.8119695722186,0.007586336245718003
0.707540113,85.81188528213949,0.007502046166636476
0.712611647,85.81178333906676,0.007400103093887301
0.71763326,85.81216520161854,0.007781965645666171
0.72249048,85.8125385027152,0.008155266742339488
0.727417976,85.81281781036274,0.008434574389871328
0.73243818,85.81315411478397,0.008770878811095768
0.737517972,85.81266033990529,0.008277103932415954
0.742436763,85.81201663917766,0.007633403204798439
0.747512938,85.81241832815358,0.008035092180708981
0.752564152,85.81281948625742,0.00843625028456353
0.757583364,85.8129033687391,0.00852013276622452
0.762597584,85.81319305822161,0.008809822248748963
0.767597531,85.81314608487578,0.008762848902909022
0.77280376,85.81358506476289,0.009201828790028246
0.777874399,85.81378977626318,0.009406540290306104
0.782668512,85.8142468665566,0.009863630583734935
0.787617001,85.81392096018544,0.009537724212581531
0.792485102,85.813808375925,0.009425139952131475
0.797683107,85.81336998169522,0.00898674572235163
0.802577865,85.81328619038247,0.008902954409585809
0.807532786,85.81383585154673,0.009452615573861076
0.812535518,85.81451757216217,0.010134336189306488
0.817887642,85.81462061102746,0.010237375054590736
0.822572534,85.81439703394258,0.010013797969720146
0.827529791,85.81442463159124,0.010041395618366322
0.832405861,85.81446238563127,0.010079149658411614
0.837482932,85.81361385220552,0.009230616232655772
0.842386779,85.81290443216409,0.008521196191221487
0.847463978,85.81285858557445,0.008475349601583332
0.85240069,85.81294311053654,0.008559874563661196
0.857489537,85.81271050395469,0.00832726798180746
0.862401512,85.81245920182346,0.008075965850587704
0.867556315,85.81222564234028,0.007842406367426957
0.872407167,85.81180576640145,0.007422530428568624
0.877508367,85.81142327161653,0.007040035643662062
0.882404694,85.81144213811352,0.007058902140641434
0.88745818,85.81158229566402,0.007199059691167029
0.892409805,85.81106014790207,0.006676911929183647
0.897465531,85.81127464391545,0.006891407942570377
0.90239005,85.81143362630442,0.007050390331551792
0.907452721,85.81092009176456,0.006536855791687292
0.912393689,85.81052816386628,0.00614492789341373
0.917515818,85.81055612081829,0.006172884845403828
0.922505589,85.81084526212575,0.006462026152866034
0.927518337,85.81113446785683,0.006751231883964534
0.932469834,85.81117177110085,0.006788535127990272
0.937731297,85.81139563413032,0.007012398157448945
0.942475265,85.81143299245383,0.0070497564809466565
0.947433386,85.81158195488692,0.007198718914070683
0.952485592,85.81182497112097,0.007441735148099156
0.957544806,85.8115817185227,0.007198482549851864
0.962544817,85.81154504882811,0.007161812855245456
0.967492026,85.81089198548324,0.0065087495103649
0.972496421,85.810313880953,0.005930644980142213
0.977538035,85.8113870668903,0.007003830917448759
0.982441786,85.8119371656886,0.007553929715743199
0.987413955,85.81260897834449,0.008225742371617998
0.992417967,85.81337365376278,0.008990417789903015
0.997506718,85.81401690707085,0.009633671098003269
1.002434918,85.81470740332357,0.01032416735069415
1.007415889,85.81500592432802,0.010622688355150704
1.01245683,85.8149215776808,0.010538341707944945
1.017503531,85.81467020921446,0.010286973241600975
1.022468981,85.81460527340468,0.01022203743183288
1.027459424,85.8142785307259,0.009895294753036537
1.032568048,85.8144929524493,0.01010971647642646
1.037622174,85.81431576692981,0.00993253095694903
